,OTU,D530E11,D510E1,D205A2,D630G3,D630G2,D230B2,D305B6,D530E12,D330C4,D630G1,D405C7,D205A1,D730H6,D510E2,D310B8,D210A4,D725H1,D625F10,D405C9,D815A3,D310B7,D405C8,D530E10,D705G4,D225A11,D325C2,D305B4,D325C1,D225A10,D815A1,D205A3,D815A2,D325C3,D415D2,D305B5,D415D3,D825A4,D725H3,D415D1,D715G11,D515E4,D315B10,D715G10,D525E8,D615F7,D525E7,D710G8,D825A6,D505D12,D615F8,D715G12,D725H2,D510E3,D625F11,D805H7,D525E9,D705G6,D610F6,D705G5,D710G9,D625F12,D515E6,D410C11,D215A8,D710G7,D805H9,D810H11,D605F1,D605F2,D215A9,D315B12,D805H8,D425D6,D215A7,D810H10,D410C10,D515E5,D505D11,D230B3,D830A8,D230B1,D730H4,D330C5,D605F3,D430D7,D330C6,D425D4,D830A7,D730H5,D830A9,D210A6,D430D9,D210A5,D810H12,D505D10,Kingdom,Phylum,Class,Order,Family,Genus,Species
New.ReferenceOTU1130,New.ReferenceOTU1130,0,0,0.000217817,0,0,0,0,0,0,0,0,0.000731886,0,0.000168379,0.000915332,0.003631562,0.00021925,0,0.000213995,0.000532623,0.001145475,0,0,0,0,0.000202102,0.000211551,0.000204792,0.000444939,0,0.000455477,0.000245098,0.000212224,0,0.000215936,0.000216826,0.000218055,0.000223964,0,0,0,0.000506586,0.000441794,0,0,0,0.000432432,0.000215424,0,0,0,0.000221092,0,0.000368528,0,0,0.000208247,0,0.000210793,0.000214869,0.000185839,0.000279252,0,0,0.000223864,0,0.000238379,0,0,0.000177715,0.000287687,0,0.000206569,0.000382336,0.000492368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007905138,0.001477105,0.005240502,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,NA
FN554397.1.1453,FN554397.1.1453,0,0.000917431,0,0,0,0,0.000422476,0,0,0,0.003609294,0,0,0.000336757,0.000457666,0,0.003069502,0.002190799,0.00363792,0.008255659,0.000687285,0.005412157,0,0.005610703,0,0,0.000423101,0,0,0.003666585,0,0.004166667,0.000424448,0.003369272,0.000215936,0.002601908,0.003270824,0.003359462,0.00131033,0.00258565,0.002169197,0.000506586,0.002871659,0.00563435,0.001828154,0.004669261,0.001945946,0.002154244,0.003558719,0.001939864,0.00519593,0.003095291,0.000178923,0.002763958,0.003746969,0.003820631,0.004997918,0.000412541,0.005059022,0.002148689,0.001486713,0.001954761,0.001398601,0,0.002014775,0.002513711,0.002622169,0.001386642,0.001703578,0,0,0.001566346,0.001652551,0,0.000984737,0.001132931,0.004744958,0.00045798,0,0,0,0,0,0.000856348,0,0,0.000794123,0,0,0,0,0,0,0.001193602,0.000209776,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,NA
HQ178724.1.1455,HQ178724.1.1455,0,0.020366972,0.012197778,0,0,0,0.031051965,0,0,0,0.018497631,0.013417907,0,0.014143795,0.030892449,0.009243975,0.021925016,0.019518024,0.016691633,0.024766977,0.032531501,0.018109908,0,0.011221407,0.053221289,0.019199677,0.030463296,0.028670899,0.05294772,0.020288438,0.011842405,0.023284314,0.0237691,0.030548068,0.026128266,0.023633998,0.011556912,0.01881299,0.045861542,0.015944839,0.022656062,0.038500507,0.019218025,0.021371673,0.042308697,0.025291829,0.014486486,0.013356312,0.033140569,0.036614937,0.017103269,0.019013929,0.01735552,0.019347706,0.025787966,0.018097728,0.010828821,0.013407591,0.010539629,0.013321874,0.015052964,0.029042167,0.029170829,0.015519917,0.019700022,0.024451554,0.016448153,0.019644095,0.01362862,0.014217167,0.055811277,0.016558514,0.022102871,0.015293443,0.018956179,0.013406344,0.021589561,0.032058621,0,0,0,0,0,0.015628345,0,0,0.022235458,0,0,0,0.008936243,0,0.012539772,0.01575555,0.0291588,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,NA
FR746082.1.1413,FR746082.1.1413,0,0,0.000435635,0,0.001404494,0.001283697,0,0,0,0,0,0.000243962,0,0,0.000228833,0.007758336,0.00021925,0,0,0.000266312,0.000229095,0,0,0,0,0.000202102,0.000211551,0,0,0,0.000455477,0,0,0,0,0,0,0.000223964,0.000218388,0,0,0,0.000220897,0,0,0,0,0,0,0,0,0,0,0.000184264,0,0,0.000208247,0.000206271,0,0,0,0,0.0003996,0,0,0,0.000476758,0,0,0.000177715,0,0,0,0,0.000246184,0.000188822,0.000237248,0,0,0,0,0,0,0,0,0,0,0,0,0.001432665,0.001031105,0,0.000748643,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,NA
AB175370.1.1457,AB175370.1.1457,0,0.009174312,0.176649967,0,0,0,0.073510773,0,0,0,0.016016242,0.13564284,0,0.007240276,0.028146453,0.017332453,0.002192502,0.004381597,0.018831586,0.009320905,0.018556701,0.012281432,0,0.001510574,0.069794585,0.052748585,0.045271843,0.028056523,0.076751947,0.005133219,0.10567069,0.004901961,0.026740238,0.019092543,0.055063701,0.023417173,0.001962495,0.00268757,0.02686176,0.00258565,0.038804531,0.020516717,0.002208968,0.030891782,0.031078611,0.029766537,0.000648649,0.001077122,0.059386121,0.035645005,0.001948474,0.002432014,0.005725532,0.006080708,0.003085739,0.040619344,0.001249479,0.007838284,0.001686341,0.001074345,0.005761011,0.035744206,0.008591409,0.021727884,0.001343183,0.001828154,0.00238379,0.009706494,0.012989779,0.017949174,0.027330265,0.001566346,0.01673208,0.018352132,0.001723289,0.01189577,0.022538553,0.077169682,0,0,0.001189061,0,0,0.012202954,0,0,0.016676593,0,0,0.001432665,0.0206221,0,0.029758563,0.002148484,0.07006503,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
KT347098.1.1444,KT347098.1.1444,0,0.000366972,0.00348508,0,0,0,0.015420363,0,0,0,0,0.000487924,0,0.000168379,0,0,0.0004385,0.000199164,0,0.000798935,0,0,0,0.000431593,0.015873016,0.001212611,0.013962344,0.000409584,0.018464961,0.000977756,0.001138693,0.000735294,0.000636672,0.000673854,0.011876485,0.000433651,0.00043611,0.000447928,0,0.000430942,0.00120511,0,0.000883587,0.001360016,0.002872813,0.000972763,0.000432432,0.000215424,0,0.000484966,0.000432994,0.000221092,0.000178923,0.000552792,0.00044082,0.001206515,0.000208247,0,0,0.000214869,0.000557517,0.000279252,0.0003996,0.000689774,0.000447728,0.000457038,0.000238379,0,0,0.000177715,0,0.000223764,0.000206569,0,0,0.000188822,0.000474496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium sp. MIMdw12,NA
JN023179.1.1439,JN023179.1.1439,0.084057971,0.070825688,0.074493574,0.14075067,0.120786517,0.128369705,0.156104774,0.120765832,0.080168776,0.146143437,0.190841417,0.040741644,0.111290323,0.07257114,0.082837529,0.014691317,0.194255646,0.202549293,0.177830088,0.116910786,0.087743414,0.15632806,0.104979812,0.228312473,0.013071895,0.029708973,0.147027713,0.048740528,0.010233593,0.199951112,0.053290822,0.178186275,0.049235993,0.085804133,0.149211833,0.085429315,0.131051025,0.214557671,0.095435685,0.134669252,0.116413594,0.094224924,0.159045726,0.095783952,0.148341604,0.092607004,0.179891892,0.124299871,0.225311388,0.075897187,0.157393375,0.228167146,0.096260512,0.151649162,0.150760414,0.092499497,0.205331112,0.162747525,0.209738617,0.208422862,0.13882178,0.152192125,0.083516484,0.038110019,0.234609358,0.180530165,0.175446961,0.256297666,0.252342419,0.027901191,0.175489068,0.214589394,0.071472836,0.034027911,0.161004431,0.08194864,0.128113879,0.197618502,0.12992126,0.097112861,0.142687277,0.080495356,0.073170732,0.262256476,0.090766823,0.056661562,0.072463768,0.07010582,0.094117647,0.095988539,0.016669531,0.0605613,0.01703163,0.220338983,0.217747011,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
GU591162.1.1448,GU591162.1.1448,0.007246377,0.000733945,0.009366151,0.006702413,0.011235955,0.008985879,0.001689903,0.005891016,0.004219409,0.0067659,0.001127904,0.013905831,0.008064516,0.000673514,0.006864989,0.009904259,0.002631002,0.001792472,0.001283972,0.005326232,0.004123711,0.000832639,0.00269179,0.001510574,0.011437908,0.003637833,0.001903956,0.002252713,0.012235818,0.003666585,0.012070143,0.002205882,0.002334465,0.002021563,0.001511553,0.001084128,0.002398604,0.002463606,0.001747106,0.001939237,0.00120511,0.00177305,0.001988072,0.000388576,0.001566989,0.00077821,0.004540541,0.001938819,0.00066726,0.000484966,0.001731977,0.002210922,0.000536769,0.001474111,0.00242451,0.000603258,0.001457726,0.002062706,0.001475548,0.00408251,0.001486713,0.001396258,0.001598402,0.000517331,0.003581822,0.001828154,0.003814064,0.002079963,0.001064736,0.001421717,0.002589183,0.002237637,0.001032844,0.001720512,0.005416051,0.001699396,0.000711744,0.00068697,0.00656168,0.00656168,0.003567182,0.00619195,0.00286944,0.001284522,0.007824726,0.006125574,0.000992654,0.005291005,0.007352941,0.001432665,0.008592542,0.001477105,0.010668164,0.002625925,0.000629327,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,NA
FJ535077.1.1465,FJ535077.1.1465,0,0,0,0,0,0,0.000844951,0,0,0,0.004737198,0,0,0,0.000228833,0,0.010524008,0.002190799,0.002781939,0.018109188,0,0.002706078,0,0.007337074,0.00070028,0.00323363,0.000634652,0.001843129,0.000444939,0.013199707,0,0.011519608,0.002758913,0.000449236,0.000647808,0.000433651,0.026166594,0.006942889,0.000218388,0.008187891,0.000241022,0,0.010823945,0.005245774,0.001305824,0.00311284,0.009945946,0.019819044,0.002001779,0.000484966,0.007144404,0.00906478,0,0.003685277,0.016971567,0.003820631,0.009579342,0.000206271,0.008220911,0.009454233,0.004831816,0.000279252,0.0003996,0,0.006044325,0.015539305,0.009058403,0.001386642,0.001703578,0,0,0.014768405,0.004544516,0.000191168,0.011078287,0,0.000237248,0.002289902,0,0,0,0,0,0.001498608,0,0,0.002977963,0,0,0,0,0,0,0.008593937,0.00188798,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Steroidobacter,NA
JX284407.1.1341,JX284407.1.1341,0,0.002201835,0.00087127,0,0,0,0.007393325,0,0,0,0.003383713,0.001463772,0,0.001010271,0.004347826,0.001980852,0.004165753,0.008165704,0.002567944,0.002663116,0.007331042,0.003746878,0,0.002157963,0.000933707,0.002627324,0.004654115,0.002047921,0.002002225,0.001955512,0.00159417,0.00245098,0.001273345,0.002021563,0.010580868,0.002818734,0.002180549,0.004703247,0.004804542,0.000861883,0.000482044,0.001266464,0.001325381,0.005828638,0.002089318,0.006420233,0.00172973,0.002369668,0.005782918,0.001939864,0.001731977,0.003537475,0.00250492,0.004422333,0.004187789,0.007440177,0.002082466,0.006188119,0.002318718,0.002148689,0.002601747,0.00167551,0.010589411,0.000172444,0.002238639,0.003427788,0.002622169,0.00462214,0.004258944,0.000177715,0.001150748,0.003580219,0.006197067,0.000191168,0.000984737,0.003398792,0.000948992,0.004808793,0,0,0,0,0,0.004923999,0,0,0.008933889,0,0,0,0.001202956,0,0.00243309,0.002625925,0.004405286,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
HM186120.1.1273,HM186120.1.1273,0,0.000917431,0,0,0,0,0.001056189,0,0.00140647,0,0.003609294,0,0.001612903,0.000505136,0.000686499,0,0.015347512,0.004779924,0.001925958,0.015446072,0.000687285,0.003746878,0,0.010789814,0,0,0.001480855,0.000409584,0,0.005377658,0,0.003431373,0.000212224,0.000449236,0.000863744,0.000216826,0.010030528,0.008510638,0.000436777,0.001077354,0.000241022,0,0.003976143,0.005051486,0.002089318,0.005058366,0.003891892,0.011202068,0.011565836,0.000969932,0.004113444,0.009728057,0.000178923,0.005527916,0.013885828,0.012266238,0.005414411,0.010932343,0.013279933,0.002793296,0.004831816,0.000279252,0.002597403,0,0.012536378,0.007541133,0.013110846,0.004391033,0.008730835,0,0,0.007160439,0.002272258,0,0.001477105,0,0.000237248,0.009388596,0.001312336,0,0,0,0.00143472,0.006422608,0,0.001531394,0.004963272,0.001322751,0,0,0,0.001477105,0,0.001432323,0.006712817,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,NA
New.CleanUp.ReferenceOTU73734,New.CleanUp.ReferenceOTU73734,0,0.000183486,0,0,0,0,0.000211238,0,0,0,0.000451162,0,0,0.000168379,0.000228833,0,0.00021925,0.000199164,0.000427991,0.000532623,0.000229095,0.00041632,0,0,0.003734827,0.00545675,0.000211551,0.003891051,0.006006674,0,0,0.000245098,0.003183362,0.000224618,0,0.000433651,0.000218055,0,0.000218388,0.000215471,0.000241022,0,0.000220897,0.001942879,0.000261165,0.002723735,0.000216216,0.000215424,0.00022242,0.000242483,0,0,0.000178923,0.001105583,0.00022041,0.002614116,0.000208247,0,0,0.000214869,0.001115034,0,0.0001998,0,0,0,0.000238379,0.000231107,0,0,0.000287687,0.000223764,0.003305102,0,0.000246184,0,0.000237248,0,0,0,0,0,0,0,0,0,0.003375025,0,0,0,0,0,0,0.000477441,0.000209776,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,NA
JF703570.1.1428,JF703570.1.1428,0.013043478,0,0.000217817,0.010723861,0.011235955,0.015404365,0.001267427,0.00736377,0.008438819,0.0067659,0.002932551,0.000487924,0.014516129,0,0.000457666,0.000165071,0.000877001,0.000597491,0.001069976,0.003994674,0.000687285,0.00020816,0.01076716,0.002157963,0.000466853,0,0.00317326,0.000204792,0.000222469,0.002199951,0.000683216,0.004411765,0.000424448,0.000449236,0.001727489,0.000867303,0.00087222,0.001567749,0.000436777,0.000646412,0.000482044,0.000506586,0.001104484,0.000582864,0.001305824,0.000389105,0.001081081,0.000861698,0.012900356,0.001697381,0.000865988,0.002210922,0.000178923,0.000368528,0.00198369,0,0.002707205,0.000206271,0.001264755,0.00193382,0.000371678,0.000558503,0.000599401,0.000172444,0.000671592,0.000685558,0.003337306,0.000231107,0.000212947,0.000888573,0.000575374,0.000223764,0.000206569,0.000573504,0.002215657,0.000377644,0.000711744,0.00022899,0.014435696,0.020997375,0.011890606,0.015479876,0.024390244,0.000214087,0.017214397,0.013782542,0.000992654,0.022486772,0.020588235,0.024355301,0.000343702,0.020679468,0.000187161,0.003580807,0.000209776,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,unc_Cytophagaceae,NA
JF833586.1.1431,JF833586.1.1431,0.047826087,0.000733945,0.002395992,0.049597855,0.046348315,0.028241335,0.002534854,0.04712813,0.087201125,0.046008119,0.00270697,0.002439619,0.074193548,0.00117865,0.002517162,0.000660284,0.004385003,0.003186616,0.002567944,0.007723036,0.004581901,0.003122398,0.017496635,0.009063444,0.000233427,0.006871463,0.001269304,0.006553348,0.000444939,0.004399902,0.004099294,0.007352941,0.008913413,0.004941599,0.001943425,0.003469211,0.001962495,0.004255319,0.002402271,0.012712777,0.005784526,0.003799392,0.00905677,0.005245774,0.001828154,0.004863813,0.006486486,0.017233951,0.00044484,0.002667313,0.011041351,0.004864028,0.001431383,0.004053805,0.008595989,0.004423889,0.00728863,0.001650165,0.007166948,0.007520413,0.004831816,0.008377548,0.003196803,0.001896879,0.006268189,0.010511883,0.006436234,0.001617749,0.001916525,0.00195486,0.002301496,0.00783173,0.01115472,0.003249857,0.008862629,0.002077039,0.005219454,0.002060911,0.027559055,0.06167979,0.024970273,0.074303406,0.044476327,0.001284522,0.040688576,0.055130168,0.016676593,0.058201058,0.055882353,0.025787966,0.000859254,0.031019202,0.001684447,0.005729291,0.001048878,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unc_Gemmatimonadaceae,NA
GQ263830.1.1459,GQ263830.1.1459,0,0,0,0,0,0,0.000633714,0,0,0,0.000451162,0,0,0,0,0,0.002411752,0.002190799,0.000213995,0.006924101,0,0.00020816,0,0.000647389,0,0,0.000423101,0,0,0.002688829,0,0.003431373,0,0.000224618,0.000863744,0.000433651,0.000654165,0.000895857,0,0.001077354,0.000241022,0,0.001325381,0.001554303,0.00052233,0.001361868,0.000864865,0.000646273,0.0011121,0.000484966,0.000865988,0.001768738,0,0.002763958,0.00044082,0.001005429,0.001041233,0.000206271,0.000421585,0.000859476,0.002601747,0,0,0,0.000671592,0.001599634,0.001191895,0.000693321,0.001064736,0,0,0.000447527,0.001032844,0,0.00295421,0,0,0.001373941,0,0,0,0,0,0.001498608,0,0,0,0,0,0,0,0,0,0.000716161,0.001258653,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,unc_Xanthomonadales Incertae Sedis,NA
KP183072.1.1501,KP183072.1.1501,0,0.000550459,0.000217817,0,0,0,0.000844951,0,0,0,0.000451162,0,0,0.000673514,0.000457666,0.000165071,0.001096251,0.000995818,0.000855981,0.00505992,0.000229095,0.000832639,0,0.000431593,0.01844071,0.001212611,0.000211551,0.000614376,0.009788654,0.002199951,0.000227739,0.003431373,0.000636672,0.001123091,0.000647808,0.00151778,0.004143044,0.000895857,0.000436777,0.001077354,0.002892263,0.000506586,0.003534349,0.000777152,0.002089318,0.000389105,0.001297297,0.005816458,0.00044484,0.000727449,0.000865988,0.001105461,0.000357846,0.001474111,0.00066123,0.000402172,0.001041233,0.000206271,0.000632378,0.001074345,0.000743356,0.004747277,0.001198801,0.000172444,0.001119319,0.000685558,0.001907032,0.000231107,0.000212947,0.000355429,0.000575374,0.000671291,0.000619707,0.000382336,0.001230921,0.000566465,0.004982206,0.00068697,0,0,0,0,0,0.000214087,0,0,0.000198531,0,0,0,0.000171851,0,0.000187161,0.000954882,0.000419551,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unc_Rhodocyclaceae,NA
AY218724.1.1479,AY218724.1.1479,0,0.001100917,0,0,0,0,0.005492184,0,0,0,0.00248139,0,0,0.000505136,0.000915332,0,0.003508003,0.008364868,0.004279906,0.010652463,0.001832761,0.006244796,0,0.005179111,0.000466853,0.002425222,0.001480855,0.002047921,0.000444939,0.003666585,0,0.005882353,0.001910017,0.0024708,0.004534658,0.002818734,0.006977758,0.00268757,0.00262066,0.005602241,0.000964088,0.000759878,0.003976143,0.006994366,0.004962131,0.007782101,0.008,0.003015941,0.003558719,0.008244423,0.00519593,0.003316383,0.000715692,0.005343652,0.014987877,0.006836919,0.005206164,0.001856436,0.002740304,0.00601633,0.009106114,0.002792516,0.002197802,0.000172444,0.005148869,0.005941499,0.004052443,0.003235498,0.004471891,0,0.001438435,0.004922802,0.004957653,0.000382336,0.004677499,0.001888218,0.002135231,0.00068697,0,0,0,0,0,0.003211304,0,0,0.00456621,0,0,0,0,0,0,0.00501313,0.001258653,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unc_Sphingobacteriaceae,NA
HQ119853.1.1473,HQ119853.1.1473,0.253623188,0.025504587,0.014811588,0.217158177,0.238764045,0.222079589,0.024081115,0.24005891,0.240506329,0.211096076,0.036995263,0.018541108,0.201612903,0.027108941,0.0402746,0.004621987,0.094716071,0.038239395,0.069334475,0.089747004,0.040091638,0.069109076,0.251682369,0.078549849,0.017973856,0.07174616,0.026866935,0.052221995,0.020912125,0.075287216,0.019585516,0.098529412,0.045840407,0.047619048,0.025696394,0.044882914,0.194068905,0.084210526,0.074470408,0.108597285,0.037840443,0.038753799,0.129887343,0.032640373,0.039435884,0.029377432,0.115459459,0.17880224,0.033140569,0.035645005,0.089196796,0.082467389,0.021649669,0.043486272,0.134890897,0.035190026,0.095585173,0.030528053,0.085581788,0.093682853,0.052592455,0.066182631,0.017382617,0.007242628,0.095366017,0.127285192,0.082479142,0.039057083,0.046848382,0.007997157,0.059263521,0.128216603,0.063003512,0.008602562,0.096996553,0.031344411,0.047686833,0.033203572,0.242782152,0.269028871,0.195005945,0.267801858,0.232424677,0.036180689,0.237871674,0.238897397,0.060353385,0.292328042,0.266176471,0.256446991,0.005671078,0.271787297,0.010293842,0.072571019,0.041116006,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unc_Chitinophagaceae,NA
GU179691.1.1336,GU179691.1.1336,0.001449275,0.018715596,0.003702897,0.001340483,0,0.001283697,0.013519223,0.001472754,0.00140647,0.00135318,0.018948793,0.002927543,0.001612903,0.018353258,0.016933638,0.00165071,0.023679018,0.017327226,0.019901562,0.023701731,0.01580756,0.022064946,0.001345895,0.028053517,0.013305322,0.014349232,0.016500952,0.024165472,0.014682981,0.031288194,0.004099294,0.029411765,0.019736842,0.027178796,0.016411142,0.023200347,0.017662451,0.021724524,0.02948242,0.021978022,0.02868161,0.032674772,0.027391208,0.015154459,0.027944633,0.015175097,0.014486486,0.024127531,0.015346975,0.018186227,0.023165187,0.022551404,0.020755055,0.017689331,0.028653295,0.017293384,0.02061641,0.014645215,0.028035413,0.015255694,0.016539677,0.036023457,0.013186813,0.003966201,0.020595478,0.024451554,0.015494636,0.016639704,0.017887564,0.007641727,0.041714614,0.022152607,0.019004338,0.006499713,0.016248154,0.013217523,0.031079478,0.019693153,0.001312336,0,0.001189061,0.001547988,0.00143472,0.01669878,0,0.003062787,0.019058964,0.001322751,0.001470588,0.00286533,0.001718508,0.001477105,0.002245929,0.018858916,0.015942941,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unc_Caulobacteraceae,NA
FN563170.1.1481,FN563170.1.1481,0,0.00146789,0.048791113,0,0,0,0.0295733,0,0,0,0.021655764,0.030983167,0,0.000841893,0.0201373,0.000825355,0.011620259,0.011949811,0.024181468,0.004527297,0.016036655,0.025395504,0,0.008200259,0.048319328,0.05214228,0.031521049,0.038910506,0.035372636,0.001955512,0.045092234,0.00245098,0.05114601,0.007637017,0.024616713,0.004553339,0.005233319,0.009630459,0.00764359,0.002370179,0.002892263,0.003292806,0.001988072,0.02350884,0.000783494,0.020622568,0.006702703,0.006031883,0.006227758,0.001697381,0.002597965,0.010170241,0.001431383,0.012898471,0.003967379,0.018097728,0.012911287,0.000825083,0.010539629,0.005156854,0.017283033,0.00167551,0.002397602,0.000517331,0.005148869,0.006855576,0.003337306,0.001386642,0.00149063,0.000710858,0.003452244,0.00425151,0.032844454,0.001147008,0.00295421,0.000755287,0.002609727,0.005266774,0,0,0,0,0,0.001070435,0,0,0.034345841,0,0,0,0.000687403,0,0.000935804,0.003103366,0.004615062,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,unc_Paenibacillaceae,NA
JF776919.1.1448,JF776919.1.1448,0.098550725,0.000183486,0.005881072,0.08847185,0.112359551,0.083440308,0.003802281,0.088365243,0.084388186,0.083897158,0.003383713,0.007074896,0.101612903,0.000336757,0.00228833,0.000330142,0.001534751,0.000995818,0.003209929,0.002130493,0.001832761,0.005620316,0.103633917,0.000863185,0.000933707,0.001616815,0.002538608,0.001228753,0.000889878,0.000977756,0.006604418,0.00122549,0.002334465,0.003144654,0.002807169,0.001734605,0.001090275,0.002015677,0.001965495,0.001508296,0.000723066,0.00177305,0.000441794,0.000777152,0.001828154,0.001167315,0.001945946,0.000646273,0.002891459,0.00242483,0.001731977,0.000663277,0.000178923,0.000921319,0.00132246,0.000603258,0.001665973,0.000206271,0.001053963,0.001289214,0.000929195,0.000837755,0.000799201,0.001551992,0.001119319,0.001828154,0.000476758,0.000924428,0.000851789,0.002132575,0.001438435,0.001566346,0.002065689,0.001338176,0.000738552,0.000566465,0.000948992,0.001831921,0.083989501,0.104986877,0.07372176,0.122291022,0.098995696,0.000428174,0.106416275,0.119448698,0.000992654,0.107142857,0.094117647,0.14469914,0.000859254,0.100443131,0.000935804,0.000954882,0.00188798,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,unc_Saprospiraceae,NA
FJ950599.1.1456,FJ950599.1.1456,0.002898551,0.512293578,0.011326508,0.002680965,0.001404494,0.002567394,0.007393325,0,0.005625879,0.00135318,0.003383713,0.005611125,0,0.565078296,0.276887872,0.794816771,0.001534751,0.001194981,0.002139953,0.00159787,0.249255441,0.001040799,0,0.000647389,0.001867414,0.000606306,0.002750159,0.000614376,0.001112347,0.002199951,0.012297882,0.00122549,0,0.118149146,0.001727489,0.154379879,0.00130833,0.000671892,0.125136493,0.003232062,0.188479152,0.241641337,0.000662691,0.00466291,0.039435884,0.00077821,0.000432432,0.000215424,0.00133452,0.136517944,0.002381468,0.00198983,0.519413133,0.000368528,0.00110205,0.001005429,0.00062474,0.343646865,0.00084317,0.000859476,0.000929195,0.013683329,0.476323676,0.717537506,0.000895456,0.002285192,0.000715137,0.001848856,0.001064736,0.717433801,0.052359033,0.000447527,0.000413138,0.674058497,0.000246184,0.512839879,0.097746145,0.002060911,0.001312336,0,0.002378121,0,0.00286944,0.000428174,0,0.003062787,0.000397062,0.001322751,0.001470588,0,0.792060491,0.007385524,0.740595171,0.000477441,0.00188798,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unc_Alcaligenaceae,NA
AY922077.1.1344,AY922077.1.1344,0,0.003669725,0.003920714,0,0,0,0.03443177,0,0.00140647,0,0.052109181,0.005123201,0,0.003872706,0.01624714,0.000990426,0.038807279,0.067118104,0.048576931,0.027430093,0.018098511,0.04683597,0,0.03603798,0.005368814,0.004244139,0.038502221,0.007986893,0.00378198,0.032510389,0.003416078,0.051470588,0.00721562,0.039083558,0.041027856,0.040763226,0.017662451,0.038969765,0.032321468,0.04287869,0.018317667,0.007598784,0.031809145,0.045851953,0.016975712,0.03618677,0.035027027,0.015079707,0.039813167,0.006062076,0.049794328,0.04333407,0.005009841,0.07628524,0.016530747,0.038608486,0.036859642,0.009488449,0.040261383,0.040825097,0.059282661,0.029042167,0.011188811,0.002586653,0.04544437,0.025365631,0.039809297,0.102611509,0.118611584,0.004620579,0.01150748,0.026180354,0.010535013,0.004779201,0.035696701,0.008308157,0.024673784,0.023128005,0,0,0,0,0,0.106615286,0,0.001531394,0.008139766,0,0,0,0.001202956,0.001477105,0.000935804,0.040105037,0.028319698,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,AKYG937,AKYG937,NA
New.ReferenceOTU132,New.ReferenceOTU132,0,0.000733945,0.001524722,0,0,0,0.018800169,0,0,0,0.03879991,0.00121981,0,0.000841893,0.003432494,0,0.005042754,0.013144792,0.038733148,0.013848202,0.006414662,0.045795171,0,0.022011221,0.004901961,0.027283751,0.021366617,0.03932009,0.001557286,0.012710829,0.001821908,0.025735294,0.051994907,0.015274034,0.020513928,0.010841284,0.003052769,0.007838746,0.018999782,0.034259858,0.002651241,0.001013171,0.030704661,0.020983097,0.003656307,0.012451362,0.031351351,0.003015941,0.023131673,0.002182347,0.035072527,0.007738227,0.000715692,0.009213193,0.003306149,0.01166298,0.017284465,0.002062706,0.021079258,0.030941126,0.008362758,0.003071768,0.001398601,0.000172444,0.039176181,0.003427788,0.038140644,0.005315461,0.005749574,0,0.001150748,0.004475274,0.037388969,0.000191168,0.035942885,0.000566465,0.006168446,0.019693153,0,0,0,0,0,0.006208521,0,0,0.033948779,0,0,0,0,0,0,0.033898305,0.018460248,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,unc_Longimicrobiaceae,NA
